input "moment zwyk³y 1 rzêdu" Input^2 "moment zwyk³y 2 rzêdu" "œrednia wartoœæ" "Input – œrednia" "Moment centralny 1 rzêdu" (Input-œr)^2 "Moment centralny 2 rzêdu" "odchylenie standardowe" "odchylenie przeciêtne" "odchylenie przecietne"
1,019774218 1,0686844444 1,0399394557 2,2044546199 1,0686844444 -0,0489102264 -5,25135490647699E-016 0,0023922102 1,0623681782 1,0307124615 0,0489102264 0,7479377608
0,571501805  0,3266143131   -0,4971826394  0,2471905769   0,4971826394 
5,751462432  33,0793201067   4,6827779876  21,9284096812   4,6827779876 
0,709667748  0,5036283126   -0,3590166964  0,1288929883   0,3590166964 
0,751116139  0,5641754543   -0,3175683054  0,1008496286   0,3175683054 
2,189041058  4,7919007536   1,1203566136  1,2551989417   1,1203566136 
0,052763339  0,0027839699   -1,0159211054  1,0320956924   1,0159211054 
1,427361595  2,0373611229   0,3586771506  0,1286492984   0,3586771506 
0,611464736  0,3738891234   -0,4572197084  0,2090498617   0,4572197084 
0,069478935  0,0048273224   -0,9992055094  0,99841165   0,9992055094 
1,290000688  1,664101775   0,2213162436  0,0489808797   0,2213162436 
0,864644974  0,7476109311   -0,2040394704  0,0416321055   0,2040394704 
1,520807106  2,3128542537   0,4521226616  0,2044149011   0,4521226616 
2,995964877  8,9758055442   1,9272804326  3,7144098659   1,9272804326 
1,474823104  2,1751031881   0,4061386596  0,1649486108   0,4061386596 
0,452075455  0,204372217   -0,6166089894  0,3802066458   0,6166089894 
0,257427837  0,0662690913   -0,8112566074  0,658137283   0,8112566074 
1,859095917  3,4562376286   0,7904114726  0,624750296   0,7904114726 
3,160779981  9,9905300883   2,0920955366  4,3768637343   2,0920955366 
0,469165867  0,2201166108   -0,5995185774  0,3594225246   0,5995185774 
0,352158923  0,124015907   -0,7165255214  0,5134088228   0,7165255214 
2,474428556  6,1227966787   1,4057441116  1,9761165073   1,4057441116 
0,030191673  0,0009115371   -1,0384927714  1,0784672362   1,0384927714 
0,011812569  0,0001395368   -1,0568718754  1,116978161   1,0568718754 
0,183893113  0,033816677   -0,8847913314  0,7828557001   0,8847913314 
